id,1,Registro,11/02/21 06:00:16,Latitud,11.242267609583035,Longitud,-74.21325521942387,Frecuencia,109.24924535686817,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:17,Latitud,11.242258626809905,Longitud,-74.21324616384511,Frecuencia,120.25972330924711,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:18,Latitud,11.242249543039987,Longitud,-74.21323700645098,Frecuencia,115.71327643138287,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:19,Latitud,11.242240358273282,Longitud,-74.21322774724149,Frecuencia,124.15204779123385,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:20,Latitud,11.242231072509789,Longitud,-74.21321838621662,Frecuencia,121.26213898602843,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:21,Latitud,11.242221685749506,Longitud,-74.21320892337638,Frecuencia,125.87849890330864,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:22,Latitud,11.242212197992435,Longitud,-74.21319935872077,Frecuencia,123.60687684288244,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:23,Latitud,11.242202609238577,Longitud,-74.2131896922498,Frecuencia,117.34860705735655,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:25,Latitud,11.242183128740496,Longitud,-74.21317005386173,Frecuencia,117.188102631899,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:26,Latitud,11.242173236996274,Longitud,-74.21316008194465,Frecuencia,108.98344712649023,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:27,Latitud,11.242163244255265,Longitud,-74.2131500082122,Frecuencia,125.64703096086487,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:28,Latitud,11.242153150517467,Longitud,-74.21313983266437,Frecuencia,116.78467626435702,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:29,Latitud,11.242142955782882,Longitud,-74.21312955530118,Frecuencia,123.91684743997969,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:30,Latitud,11.242132660051508,Longitud,-74.21311917612262,Frecuencia,117.6062420122514,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:31,Latitud,11.242122263323347,Longitud,-74.21310869512868,Frecuencia,126.33877828046558,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:32,Latitud,11.242111765598398,Longitud,-74.21309811231937,Frecuencia,122.47705804922906,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:33,Latitud,11.242101166876662,Longitud,-74.2130874276947,Frecuencia,127.05593730834495,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:34,Latitud,11.242090467158137,Longitud,-74.21307664125466,Frecuencia,114.99257795838005,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:35,Latitud,11.242079666442825,Longitud,-74.21306575299924,Frecuencia,117.9290511659256,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:36,Latitud,11.242068764730725,Longitud,-74.21305476292846,Frecuencia,127.96365109073312,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:37,Latitud,11.242057762021837,Longitud,-74.21304367104231,Frecuencia,118.17886262202619,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:38,Latitud,11.242046658316161,Longitud,-74.21303247734079,Frecuencia,126.59830261395756,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:40,Latitud,11.242024147914446,Longitud,-74.21300978449165,Frecuencia,119.91285367320354,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:41,Latitud,11.242012741218407,Longitud,-74.21299828534401,Frecuencia,127.99189801094826,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:42,Latitud,11.24200123352558,Longitud,-74.21298668438101,Frecuencia,132.6554774579916,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:43,Latitud,11.241989624835965,Longitud,-74.21297498160264,Frecuencia,125.60245782449283,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:44,Latitud,11.241977915149562,Longitud,-74.2129631770089,Frecuencia,124.17950153777407,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:45,Latitud,11.241966104466371,Longitud,-74.21295127059979,Frecuencia,129.52251427019414,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:46,Latitud,11.241954192786393,Longitud,-74.21293926237531,Frecuencia,126.60323740490396,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:47,Latitud,11.241942180109627,Longitud,-74.21292715233547,Frecuencia,123.50940843628713,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:48,Latitud,11.241930066436073,Longitud,-74.21291494048025,Frecuencia,131.07868760140497,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:49,Latitud,11.24191785176573,Longitud,-74.21290262680967,Frecuencia,128.49567835510013,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:51,Latitud,11.241893119434684,Longitud,-74.21287769402238,Frecuencia,131.46234277485598,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:52,Latitud,11.241880601773978,Longitud,-74.21286507490568,Frecuencia,131.64775410386542,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:53,Latitud,11.241867983116485,Longitud,-74.21285235397362,Frecuencia,129.3808309018136,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:55,Latitud,11.241842442811135,Longitud,-74.21282660666337,Frecuencia,128.76633885883612,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:56,Latitud,11.241829521163279,Longitud,-74.2128135802852,Frecuencia,118.76951422957187,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:57,Latitud,11.241816498518634,Longitud,-74.21280045209166,Frecuencia,130.25484442976628,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:58,Latitud,11.241803374877202,Longitud,-74.21278722208274,Frecuencia,137.47124460577973,PresionBarometrica,1007
id,1,Registro,11/02/21 06:00:59,Latitud,11.241790150238982,Longitud,-74.21277389025845,Frecuencia,126.1302510621899,PresionBarometrica,1007
id,1,Registro,11/02/21 06:01:00,Latitud,11.241776824603974,Longitud,-74.2127604566188,Frecuencia,127.47243452583278,PresionBarometrica,1007
id,1,Registro,11/02/21 06:01:01,Latitud,11.241763397972178,Longitud,-74.21274692116377,Frecuencia,136.78299874585545,PresionBarometrica,1007
id,1,Registro,11/02/21 06:01:02,Latitud,11.241749870343595,Longitud,-74.21273328389337,Frecuencia,134.34542450189932,PresionBarometrica,1007
id,1,Registro,11/02/21 06:01:03,Latitud,11.241736241718224,Longitud,-74.21271954480761,Frecuencia,125.65751501094351,PresionBarometrica,1007
id,1,Registro,11/02/21 06:01:05,Latitud,11.241708681477117,Longitud,-74.21269176118997,Frecuencia,137.94379104045925,PresionBarometrica,1007
